statement_id,poll_id,poll_title,poll_url,panel_type,publication_date,topic_or_category,question_label,statement_text,poll_context,n_respondents,n_answered_excluding_no_opinion,n_strongly_agree,n_agree,n_uncertain,n_disagree,n_strongly_disagree,n_no_opinion,n_missing_or_did_not_answer,share_agree,share_disagree,share_uncertain,net_agreement,majority_position,consensus_level,polarization_score,source_csv_url,extraction_method,extraction_notes,issue_categories,category_source,category_confidence,weighted_share_strongly_agree,weighted_share_agree_only,weighted_share_uncertain,weighted_share_disagree_only,weighted_share_strongly_disagree,weighted_share_agree,weighted_share_disagree,weighted_net_agreement,weighted_polarization_score,consensus_direction,consensus_score,consensus_bucket,confidence_weighted_direction,confidence_weighted_score,confidence_weighted_bucket,confidence_weighted_shift,consensus_percentile,share_agree_percentile,confidence_weighted_consensus_percentile,confidence_weighted_share_agree_percentile
europe-public-spending-on-the-arts__question-a,europe__public-spending-on-the-arts,Public Spending on the Arts,https://kentclarkcenter.org/surveys/public-spending-on-the-arts/,Europe,2019-03-20,Social Policy & Society; Taxes & Public Spending,Question A,"Overall, public spending on the arts in Europe creates benefits that exceed the deadweight loss caused by taxation to fund it.",,50,34,7,17,9,1,0,2,14,0.705882,0.029412,0.264706,0.676471,Agree,Moderate consensus agree,0.029412,https://kentclarkcenter.org/wp-content/uploads/2020/09/2019-03-20-Euro-EEP-Public-Spending-on-the-Arts.csv,mixed,,Political economy; Taxation; Fiscal policy; Public finance,source,0.90,0.310000,0.490000,0.180000,0.020000,0.000000,0.800000,0.020000,0.780000,0.020000,Agree,0.441176,Moderate consensus,Agree,0.620000,Strong consensus,no,54.07,63.14,61.19,67.34
europe-public-spending-on-the-arts__question-b,europe__public-spending-on-the-arts,Public Spending on the Arts,https://kentclarkcenter.org/surveys/public-spending-on-the-arts/,Europe,2019-03-20,Social Policy & Society; Taxes & Public Spending,Question B,Additional public spending on the arts in Europe would create incremental benefits that exceed the deadweight loss caused by taxation to fund it.,,50,32,3,6,19,4,0,4,14,0.281250,0.125000,0.593750,0.156250,Uncertain,Split / disagreement,0.125000,https://kentclarkcenter.org/wp-content/uploads/2020/09/2019-03-20-Euro-EEP-Public-Spending-on-the-Arts.csv,mixed,,Political economy; Taxation; Fiscal policy; Public finance,source,0.90,0.180000,0.240000,0.450000,0.130000,0.000000,0.420000,0.130000,0.290000,0.130000,Uncertain,0.312500,Weak consensus,Uncertain,0.030000,No clear consensus,no,41.96,22.83,5.08,31.51
europe-research-and-development__question-a,europe__research-and-development,Research and Development,https://kentclarkcenter.org/surveys/research-and-development/,Europe,2019-11-15,"Healthcare & Wellbeing; Science, Technology, & Innovation",Question A,"Europeans would benefit more from an extra €1 billion of public R&D spent through existing (public) channels than from an extra €1 billion of private R&D spent through existing (private) channels, all else equal.",,48,34,2,15,14,3,0,3,11,0.500000,0.088235,0.411765,0.411765,Agree,Split / disagreement,0.088235,https://kentclarkcenter.org/wp-content/uploads/2020/09/2019-11-15-Euro-EEP-Research-and-Development.csv,mixed,,Healthcare; Growth/productivity; Industrial policy,source,0.90,0.090000,0.490000,0.320000,0.100000,0.000000,0.580000,0.100000,0.480000,0.100000,Agree,0.088235,No clear consensus,Agree,0.260000,Weak consensus,no,13.40,43.07,32.00,46.48
europe-research-and-development__question-b,europe__research-and-development,Research and Development,https://kentclarkcenter.org/surveys/research-and-development/,Europe,2019-11-15,"Healthcare & Wellbeing; Science, Technology, & Innovation",Question B,"Europeans would benefit more from an extra €1 billion of public medical research spent through existing (public) channels than from an extra €1 billion of private medical research spent through existing (private) channels, all else equal.",,48,34,4,17,13,0,0,3,11,0.617647,0.000000,0.382353,0.617647,Agree,Split / disagreement,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/09/2019-11-15-Euro-EEP-Research-and-Development.csv,mixed,,Healthcare; Growth/productivity; Industrial policy,source,0.90,0.180000,0.530000,0.290000,0.000000,0.000000,0.710000,0.000000,0.710000,0.000000,Agree,0.235294,Weak consensus,Agree,0.420000,Moderate consensus,no,34.67,54.11,45.81,58.47
europe-ride-sharing__question-a,europe__ride-sharing,Ride Sharing,https://kentclarkcenter.org/surveys/ride-sharing/,Europe,2017-06-07,"Regulation, Competition, & Market Power; Transport",Question A,"Consumers will be better off, on balance, if European cities treat firms that provide ride-sharing platforms (such as Uber) as substantively different from taxi firms, and thus not necessarily warranting the same regulation.",,50,40,4,15,13,8,0,1,9,0.475000,0.200000,0.325000,0.275000,No clear majority,Split / disagreement,0.200000,https://kentclarkcenter.org/wp-content/uploads/2020/09/2017-06-07-Euro-EEP-Ride-Sharing.csv,mixed,,Antitrust/competition; Financial regulation,mixed,0.80,0.130000,0.430000,0.250000,0.190000,0.000000,0.560000,0.190000,0.370000,0.190000,Agree,0.150000,No clear consensus,Agree,0.310000,Weak consensus,no,22.34,40.53,36.27,44.74
europe-ride-sharing__question-b,europe__ride-sharing,Ride Sharing,https://kentclarkcenter.org/surveys/ride-sharing/,Europe,2017-06-07,"Regulation, Competition, & Market Power; Transport",Question B,"Assuming that taxi and ride-sharing companies were treated as substantively similar — including requirements that they operate on an equal footing regarding safety, insurance and taxation — letting ride-sharing services compete without restrictions on prices or routes would raise consumer welfare.",,50,41,15,25,0,1,0,0,9,0.975610,0.024390,0.000000,0.951220,Agree,Strong consensus agree,0.024390,https://kentclarkcenter.org/wp-content/uploads/2020/09/2017-06-07-Euro-EEP-Ride-Sharing.csv,mixed,,Antitrust/competition; Financial regulation,mixed,0.80,0.430000,0.550000,0.000000,0.020000,0.000000,0.980000,0.020000,0.960000,0.020000,Agree,0.951220,Strong consensus,Agree,0.960000,Strong consensus,no,95.40,96.02,93.14,93.85
europe-ride-sharing__question-c,europe__ride-sharing,Ride Sharing,https://kentclarkcenter.org/surveys/ride-sharing/,Europe,2017-06-07,"Regulation, Competition, & Market Power; Transport",Question C,"Regardless of how ride-sharing services are treated, existing regulations for traditional taxi firms in many European cities harm consumers by limiting competition.",,50,40,11,23,6,0,0,1,9,0.850000,0.000000,0.150000,0.850000,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/09/2017-06-07-Euro-EEP-Ride-Sharing.csv,mixed,,Antitrust/competition; Financial regulation,mixed,0.80,0.320000,0.520000,0.150000,0.000000,0.000000,0.840000,0.000000,0.840000,0.000000,Agree,0.700000,Strong consensus,Agree,0.690000,Strong consensus,no,73.82,78.28,65.95,71.21
europe-social-responsibility__question-a,europe__social-responsibility,Social Responsibility,https://kentclarkcenter.org/surveys/social-responsibility/,Europe,2019-01-17,"Business, Management, & Corporate Performance; Environment, Climate Change, & Natural Resources",Question A,"To the extent that public corporations pursue social and environmental initiatives, they tend to achieve higher risk-adjusted (private) returns than otherwise similar corporations that pursue such initiatives less.",,50,39,0,4,19,12,4,4,7,0.102564,0.410256,0.487179,-0.307692,No clear majority,Split / disagreement,0.102564,https://kentclarkcenter.org/wp-content/uploads/2020/09/2019-01-17-Euro-EEP-Social-Responsibility.csv,mixed,,Climate/environment; Energy; International economics,mixed,0.80,0.000000,0.100000,0.440000,0.320000,0.130000,0.100000,0.450000,-0.350000,0.100000,Uncertain,0.076923,No clear consensus,Disagree,0.010000,No clear consensus,yes,12.15,9.34,1.74,9.71
europe-social-responsibility__question-b,europe__social-responsibility,Social Responsibility,https://kentclarkcenter.org/surveys/social-responsibility/,Europe,2019-01-17,"Business, Management, & Corporate Performance; Environment, Climate Change, & Natural Resources",Question B,To the extent that Norway’s global government pension fund makes investments for social and environmental objectives — apart from investments that would bring the highest expected risk-adjusted returns — it improves the welfare of Norwegians.,,50,42,5,24,10,3,0,1,7,0.690476,0.071429,0.238095,0.619048,Agree,Moderate consensus agree,0.071429,https://kentclarkcenter.org/wp-content/uploads/2020/09/2019-01-17-Euro-EEP-Social-Responsibility.csv,mixed,,Climate/environment; Energy; International economics,mixed,0.80,0.150000,0.570000,0.190000,0.090000,0.000000,0.720000,0.090000,0.630000,0.090000,Agree,0.452381,Moderate consensus,Agree,0.530000,Moderate consensus,no,54.92,61.62,54.41,59.36
europe-supporting-european-businesses-in-the-covid-19-crisis__question-a,europe__supporting-european-businesses-in-the-covid-19-crisis,Supporting European Businesses in the COVID-19 Crisis,https://kentclarkcenter.org/surveys/supporting-european-businesses-in-the-covid-19-crisis/,Europe,2020-04-21,"Business Cycles, Recessions, & Crises; Business, Management, & Corporate Performance",Question A,"Government support to private firms in the form of debt (either directly or with the help of public guarantees) is desirable, but risks leaving them with too much leverage to invest and grow in the future.",,46,41,9,19,9,3,1,0,5,0.682927,0.097561,0.219512,0.585366,Agree,Moderate consensus agree,0.097561,https://kentclarkcenter.org/wp-content/uploads/2020/04/2020-04-21-Euro-EEP-Supporting-European-Businesses-in-the-COVID-19-Crisis.csv,mixed,,COVID/pandemic policy; Fiscal policy,mixed,0.80,0.280000,0.450000,0.180000,0.060000,0.030000,0.730000,0.090000,0.640000,0.090000,Agree,0.463415,Moderate consensus,Agree,0.550000,Moderate consensus,no,55.45,60.37,56.15,60.38
europe-supporting-european-businesses-in-the-covid-19-crisis__question-b,europe__supporting-european-businesses-in-the-covid-19-crisis,Supporting European Businesses in the COVID-19 Crisis,https://kentclarkcenter.org/surveys/supporting-european-businesses-in-the-covid-19-crisis/,Europe,2020-04-21,"Business Cycles, Recessions, & Crises; Business, Management, & Corporate Performance",Question B,Providing funds to viable businesses in the form of equity injections is a vital complement to debt support.,,46,40,6,14,17,3,0,1,5,0.500000,0.075000,0.425000,0.425000,Agree,Split / disagreement,0.075000,https://kentclarkcenter.org/wp-content/uploads/2020/04/2020-04-21-Euro-EEP-Supporting-European-Businesses-in-the-COVID-19-Crisis.csv,mixed,,COVID/pandemic policy; Fiscal policy,mixed,0.80,0.210000,0.370000,0.340000,0.080000,0.000000,0.580000,0.080000,0.500000,0.080000,Agree,0.075000,No clear consensus,Agree,0.240000,Weak consensus,no,11.84,43.07,30.30,46.48
europe-supporting-european-businesses-in-the-covid-19-crisis__question-c,europe__supporting-european-businesses-in-the-covid-19-crisis,Supporting European Businesses in the COVID-19 Crisis,https://kentclarkcenter.org/surveys/supporting-european-businesses-in-the-covid-19-crisis/,Europe,2020-04-21,"Business Cycles, Recessions, & Crises; Business, Management, & Corporate Performance",Question C,"With the EU ban on state aid suspended, government capital injections should be provided via a newly created pan-European equity fund, rather than be left to national governments acting independently.",,46,40,10,9,11,8,2,1,5,0.475000,0.250000,0.275000,0.225000,No clear majority,Split / disagreement,0.250000,https://kentclarkcenter.org/wp-content/uploads/2020/04/2020-04-21-Euro-EEP-Supporting-European-Businesses-in-the-COVID-19-Crisis.csv,mixed,,COVID/pandemic policy; Fiscal policy,mixed,0.80,0.310000,0.200000,0.250000,0.170000,0.070000,0.510000,0.240000,0.270000,0.240000,Agree,0.200000,Weak consensus,Agree,0.260000,Weak consensus,no,29.49,40.53,32.00,39.57
europe-the-european-green-deal__question-a,europe__the-european-green-deal,The European Green Deal,https://kentclarkcenter.org/surveys/the-european-green-deal/,Europe,2020-01-30,"Economic Growth, Development, & Productivity; Environment, Climate Change, & Natural Resources",Question A,The European Union goal of reaching net zero emissions of greenhouse gases by 2050 will be a major drag on economic growth.,,46,45,0,2,19,22,2,0,1,0.044444,0.533333,0.422222,-0.488889,Disagree,Split / disagreement,0.044444,https://kentclarkcenter.org/wp-content/uploads/2020/09/2020-01-31-Euro-EEP-The-European-Green-Deal.csv,mixed,,Growth/productivity; Climate/environment; Energy; Taxation; Trade,mixed,0.80,0.000000,0.050000,0.390000,0.500000,0.060000,0.050000,0.560000,-0.510000,0.050000,Disagree,0.111111,No clear consensus,Disagree,0.170000,Weak consensus,no,17.29,4.87,21.79,5.97
europe-the-european-green-deal__question-b,europe__the-european-green-deal,The European Green Deal,https://kentclarkcenter.org/surveys/the-european-green-deal/,Europe,2020-01-30,"Economic Growth, Development, & Productivity; Environment, Climate Change, & Natural Resources",Question B,Carbon taxes are a better way to implement climate policy than cap-and-trade.,,46,45,3,21,16,4,1,0,1,0.533333,0.111111,0.355556,0.422222,Agree,Split / disagreement,0.111111,https://kentclarkcenter.org/wp-content/uploads/2020/09/2020-01-31-Euro-EEP-The-European-Green-Deal.csv,mixed,,Growth/productivity; Climate/environment; Energy; Taxation; Trade,mixed,0.80,0.090000,0.520000,0.270000,0.100000,0.020000,0.610000,0.120000,0.490000,0.120000,Agree,0.177777,Weak consensus,Agree,0.340000,Weak consensus,no,26.68,46.47,39.04,48.84
europe-the-european-green-deal__question-c,europe__the-european-green-deal,The European Green Deal,https://kentclarkcenter.org/surveys/the-european-green-deal/,Europe,2020-01-30,"Economic Growth, Development, & Productivity; Environment, Climate Change, & Natural Resources",Question C,A carbon border tax targeting imports from non-EU countries with less strict climate policies is likely to harm developing economies.,,46,43,0,18,18,7,0,2,1,0.418605,0.162791,0.418605,0.255814,No clear majority,Split / disagreement,0.162791,https://kentclarkcenter.org/wp-content/uploads/2020/09/2020-01-31-Euro-EEP-The-European-Green-Deal.csv,mixed,,Growth/productivity; Climate/environment; Energy; Taxation; Trade,mixed,0.80,0.000000,0.440000,0.380000,0.180000,0.000000,0.440000,0.180000,0.260000,0.180000,Agree,0.000000,No clear consensus,Agree,0.060000,No clear consensus,no,1.34,34.09,9.05,33.38
europe-european-economic-policy-for-the-covid-19-crisis__question-a,europe__european-economic-policy-for-the-covid-19-crisis,European Economic Policy for the COVID-19 Crisis,https://kentclarkcenter.org/surveys/european-economic-policy-for-the-covid-19-crisis/,Europe,2020-04-02,"Monetary Policy, Interest Rates, & Inflation; Taxes & Public Spending",Question A,Severe lockdowns – including closing non-essential businesses and strict limitations on people’s movement – are likely to be better for the economy in the medium term than less aggressive measures.,,46,42,16,14,10,2,0,1,3,0.714286,0.047619,0.238095,0.666667,Agree,Moderate consensus agree,0.047619,https://kentclarkcenter.org/wp-content/uploads/2020/04/2020-04-02-Euro-EEP-European-Economic-Policy-for-the-COVID-19-Crisis.csv,mixed,,Monetary policy; Taxation; Fiscal policy; Public finance; COVID/pandemic policy; Banking; International economics,mixed,0.80,0.430000,0.320000,0.200000,0.050000,0.000000,0.750000,0.050000,0.700000,0.050000,Agree,0.476191,Moderate consensus,Agree,0.550000,Moderate consensus,no,56.57,63.90,56.15,63.32
europe-european-economic-policy-for-the-covid-19-crisis__question-b,europe__european-economic-policy-for-the-covid-19-crisis,European Economic Policy for the COVID-19 Crisis,https://kentclarkcenter.org/surveys/european-economic-policy-for-the-covid-19-crisis/,Europe,2020-04-02,"Monetary Policy, Interest Rates, & Inflation; Taxes & Public Spending",Question B,"While national governments have responded to the crisis with substantial economic policy measures, a joint euro area fiscal response is still highly desirable.",,46,41,25,12,2,1,1,2,3,0.902439,0.048780,0.048780,0.853659,Agree,Strong consensus agree,0.048780,https://kentclarkcenter.org/wp-content/uploads/2020/04/2020-04-02-Euro-EEP-European-Economic-Policy-for-the-COVID-19-Crisis.csv,mixed,,Monetary policy; Taxation; Fiscal policy; Public finance; COVID/pandemic policy; Banking; International economics,mixed,0.80,0.670000,0.250000,0.030000,0.020000,0.030000,0.920000,0.050000,0.870000,0.050000,Agree,0.853659,Strong consensus,Agree,0.870000,Strong consensus,no,86.64,85.84,83.82,83.87
